location,alias_city,alias_address,georeferencingString,type
PRESEGLIE: Via San Rocco,PRESEGLIE,Via San Rocco,"Via San Rocco, PRESEGLIE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Suor S. Bodei : COD.ASL 17193/1R,VALLIO TERME,Via Suor S. Bodei,"Via Suor S. Bodei, VALLIO TERME, BS, Lombardia, Italia",POINT
Bione : Via Don G. Bazzoli,Bione,Via Don G. Bazzoli,"Via Don G. Bazzoli, Bione, BS, Lombardia, Italia",POINT
AGNOSINE: Via Roma : Trebbio Bassa : COD.ASL 17003/3R,AGNOSINE,Via Roma,"Via Roma, AGNOSINE, BS, Lombardia, Italia",POINT
"AGNOSINE: Via Roma, 47 : Trebbio Bassa",AGNOSINE,"Via Roma, 47","Via Roma, 47, AGNOSINE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Caschino : COD.ASL 17193/5R,VALLIO TERME,Via Caschino,"Via Caschino, VALLIO TERME, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Repubblica : COD.ASL 17193/2R,VALLIO TERME,Via Repubblica,"Via Repubblica, VALLIO TERME, BS, Lombardia, Italia",POINT
Preseglie : Via Roma,Preseglie,Via Roma,"Via Roma, Preseglie, BS, Lombardia, Italia",POINT
BIONE: Via Don Albino Festa : San Faustino : COD.ASL 17019/7R,BIONE,Via Don Albino Festa,"Via Don Albino Festa, BIONE, BS, Lombardia, Italia",POINT
ODOLO: Piazza Santa Maria Bambina : Cagnatico : COD.ASL 17121/3R,ODOLO,Piazza Santa Maria Bambina,"Piazza Santa Maria Bambina, ODOLO, BS, Lombardia, Italia",POINT
AGNOSINE: Via Disciplina : COD.ASL 17003/2R,AGNOSINE,Via Disciplina,"Via Disciplina, AGNOSINE, BS, Lombardia, Italia",POINT
BIONE: Via Bersenico Sotto : COD.ASL 17019/4R,BIONE,Via Bersenico Sotto,"Via Bersenico Sotto, BIONE, BS, Lombardia, Italia",POINT
Agnosine : Via Circonvallazione,Agnosine,Via Circonvallazione,"Via Circonvallazione, Agnosine, BS, Lombardia, Italia",POINT
BIONE: Via Ariolo : Dossolo : COD.ASL 17019/2R,BIONE,Via Ariolo,"Via Ariolo, BIONE, BS, Lombardia, Italia",POINT
CASTO: Via Tito Speri : COD.ASL 17044/1R,CASTO,Via Tito Speri,"Via Tito Speri, CASTO, BS, Lombardia, Italia",POINT
PRESEGLIE: Piazza XX Settembre : COD.ASL 17153/1R,PRESEGLIE,Piazza XX Settembre,"Piazza XX Settembre, PRESEGLIE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Paolo VI : Oriolo : COD.ASL 17193/6R,VALLIO TERME,Via Paolo VI,"Via Paolo VI, VALLIO TERME, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Porle : COD.ASL 17193/3R,VALLIO TERME,Via Porle,"Via Porle, VALLIO TERME, BS, Lombardia, Italia",POINT
ODOLO: Via Brescia : COD.ASL 17121/1R,ODOLO,Via Brescia,"Via Brescia, ODOLO, BS, Lombardia, Italia",POINT
ODOLO: Via Fratelli Scalvini : COD.ASL 17121/4R,ODOLO,Via Fratelli Scalvini,"Via Fratelli Scalvini, ODOLO, BS, Lombardia, Italia",POINT
Odolo : Via Praes,Odolo,Via Praes,"Via Praes, Odolo, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Boschetti : COD.ASL 17169/6R ,SALE MARASINO,Via Boschetti,"Via Boschetti, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Villaggio Motta : COD.ASL 17169/4R ,SALE MARASINO,Villaggio Motta,"Villaggio Motta, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Valle : COD.ASL 17169/1R ,SALE MARASINO,Via Valle,"Via Valle, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Riva : Maspiano : COD.ASL 17169/3R ,SALE MARASINO,Via Riva,"Via Riva, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Cimitero : COD.ASL 17169/7R ,SALE MARASINO,Cimitero,"Cimitero, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Presso : COD.ASL 17169/2R ,SALE MARASINO,Via Presso,"Via Presso, SALE MARASINO, BS, Lombardia, Italia",POINT
SALE MARASINO: Via Dante : COD.ASL 17169/5R ,SALE MARASINO,Via Dante,"Via Dante, SALE MARASINO, BS, Lombardia, Italia",POINT
CASTO: Via Auro : COD.ASL 17044/5R,CASTO,Via Auro,"Via Auro, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Roma : Malpaga : COD.ASL 17044/7R,CASTO,Via Roma,"Via Roma, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Comero : COD.ASL 17044/6R,CASTO,Via Comero,"Via Comero, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Famea : COD.ASL 17044/3R,CASTO,Via Famea,"Via Famea, CASTO, BS, Lombardia, Italia",POINT
MURA: Via San Domenico : Posico : COD.ASL 17115/4R,MURA,Via San Domenico,"Via San Domenico, MURA, BS, Lombardia, Italia",POINT
CASTO: Via Briale : COD.ASL 17044/4R,CASTO,Via Briale,"Via Briale, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via S.Giovanni : Piane : COD.ASL 17044/2R,CASTO,Via S.Giovanni,"Via S.Giovanni, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Tito Speri : COD.ASL 17044/1R,CASTO,Via Tito Speri,"Via Tito Speri, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Piazza : Alone : COD.ASL 17044/8R,CASTO,Via Piazza,"Via Piazza, CASTO, BS, Lombardia, Italia",POINT
LONGHENA: Piazza della Chiesa : COD.ASL 17093/1R ,LONGHENA,Piazza della Chiesa,"Piazza della Chiesa, LONGHENA, BS, Lombardia, Italia",POINT
Mairano : Via Cabrino da Mairano,Mairano,Via Cabrino da Mairano,"Via Cabrino da Mairano, Mairano, BS, Lombardia, Italia",POINT
Brandico : Via Martiri della Libertà ,Brandico,Via Martiri della Libertà,"Via Martiri della Libertà, Brandico, BS, Lombardia, Italia",POINT
MAIRANO: Piazza Calini : COD.ASL 17099/1R ,MAIRANO,Piazza Calini,"Piazza Calini, MAIRANO, BS, Lombardia, Italia",POINT
BRANDICO: Via IV Novembre : COD.ASL 17026/1R ,BRANDICO,Via IV Novembre,"Via IV Novembre, BRANDICO, BS, Lombardia, Italia",POINT
Longhena : Via Chiesa,Longhena,Via Chiesa,"Via Chiesa, Longhena, BS, Lombardia, Italia",POINT
MAIRANO: Via Mazzini : Pievedizio : COD.ASL 17099/2R,MAIRANO,Via Mazzini,"Via Mazzini, MAIRANO, BS, Lombardia, Italia",POINT
CASTO: Via Auro : COD.ASL 17044/5R,CASTO,Via Auro,"Via Auro, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Alta : COD.ASL 17139/7R,PERTICA ALTA,Noffo Alta,"Noffo Alta, PERTICA ALTA, BS, Lombardia, Italia",POINT
MARMENTINO: Ville : COD.ASL 17105/1R ,MARMENTINO,Ville,"Ville, MARMENTINO, BS, Lombardia, Italia",POINT
CASTO: Via Comero : COD.ASL 17044/6R,CASTO,Via Comero,"Via Comero, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via Famea : COD.ASL 17044/3R,CASTO,Via Famea,"Via Famea, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Lavino : COD.ASL 17139/5R,PERTICA ALTA,Lavino,"Lavino, PERTICA ALTA, BS, Lombardia, Italia",POINT
CASTO: Via Briale : COD.ASL 17044/4R,CASTO,Via Briale,"Via Briale, CASTO, BS, Lombardia, Italia",POINT
CASTO: Via S.Giovanni : Piane : COD.ASL 17044/2R,CASTO,Via S.Giovanni,"Via S.Giovanni, CASTO, BS, Lombardia, Italia",POINT
PERTICA ALTA: Noffo Bassa : COD.ASL 17139/6R,PERTICA ALTA,Noffo Bassa,"Noffo Bassa, PERTICA ALTA, BS, Lombardia, Italia",POINT
MARMENTINO: Dosso : COD.ASL 17105/2R ,MARMENTINO,Dosso,"Dosso, MARMENTINO, BS, Lombardia, Italia",POINT
MARMENTINO: Ombriano : COD.ASL 17105/3R ,MARMENTINO,Ombriano,"Ombriano, MARMENTINO, BS, Lombardia, Italia",POINT
CASTO: Via Tito Speri : COD.ASL 17044/1R,CASTO,Via Tito Speri,"Via Tito Speri, CASTO, BS, Lombardia, Italia",POINT
Marmentino : Strada Provinciale 50,Marmentino,Strada Provinciale 50,"Strada Provinciale 50, Marmentino, BS, Lombardia, Italia",POINT
CASTO: Via Piazza : Alone : COD.ASL 17044/8R,CASTO,Via Piazza,"Via Piazza, CASTO, BS, Lombardia, Italia",POINT
ALFIANELLO: Via Libertà : COD.ASL 17004/2R ,ALFIANELLO,Via Libertà,"Via Libertà, ALFIANELLO, BS, Lombardia, Italia",POINT
SAN GERVASIO: Via Casacce : COD. ASL 17172/3R,SAN GERVASIO,Via Casacce,"Via Casacce, SAN GERVASIO, BS, Lombardia, Italia",POINT
Pavone del Mella : Via Trieste,Pavone del Mella,Via Trieste,"Via Trieste, Pavone del Mella, BS, Lombardia, Italia",POINT
PAVONE DEL MELLA: Via Marconi,PAVONE DEL MELLA,Via Marconi,"Via Marconi, PAVONE DEL MELLA, BS, Lombardia, Italia",POINT
PRALBOINO: Via Borgo Sopra : COD.ASL 17152/3R ,PRALBOINO,Via Borgo Sopra,"Via Borgo Sopra, PRALBOINO, BS, Lombardia, Italia",POINT
PRALBOINO: Via Mazzini : COD.ASL 17152/2R ,PRALBOINO,Via Mazzini,"Via Mazzini, PRALBOINO, BS, Lombardia, Italia",POINT
MILZANO: Via Europa angolo Via Gramsci : COD.ASL 17108/1R,MILZANO,Via Europa angolo Via Gramsci,"Via Europa angolo Via Gramsci, MILZANO, BS, Lombardia, Italia",POINT
PAVONE DEL MELLA: Via Don Bosco : COD.ASL 17137/2R ,PAVONE DEL MELLA,Via Don Bosco,"Via Don Bosco, PAVONE DEL MELLA, BS, Lombardia, Italia",POINT
SAN GERVASIO: Via IV Novembre : COD.ASL 17172/1R,SAN GERVASIO,Via IV Novembre,"Via IV Novembre, SAN GERVASIO, BS, Lombardia, Italia",POINT
MILZANO: Via Dott. Galli angolo Via Maestà,MILZANO,Via Dott. Galli angolo Via Maestà,"Via Dott. Galli angolo Via Maestà, MILZANO, BS, Lombardia, Italia",POINT
MANERBIO: Via Roncagnani : COD.ASL 17103/2R,MANERBIO,Via Roncagnani,"Via Roncagnani, MANERBIO, BS, Lombardia, Italia",POINT
PAVONE DEL MELLA: Via Togliatti : COD.ASL 17137/1R ,PAVONE DEL MELLA,Via Togliatti,"Via Togliatti, PAVONE DEL MELLA, BS, Lombardia, Italia",POINT
PRALBOINO: Largo IV Novembre,PRALBOINO,Largo IV Novembre,"Largo IV Novembre, PRALBOINO, BS, Lombardia, Italia",POINT
PRALBOINO: Via XX Settembre : COD.ASL 17152/1R ,PRALBOINO,Via XX Settembre,"Via XX Settembre, PRALBOINO, BS, Lombardia, Italia",POINT
SAN GERVASIO: Via Cicogne : COD.ASL 17172/2R,SAN GERVASIO,Via Cicogne,"Via Cicogne, SAN GERVASIO, BS, Lombardia, Italia",POINT
Milzano : via Fratelli Bandiera,Milzano,via Fratelli Bandiera,"via Fratelli Bandiera, Milzano, BS, Lombardia, Italia",POINT
Pralboino :  Via Dante Alighieri,Pralboino,Via Dante Alighieri,"Via Dante Alighieri, Pralboino, BS, Lombardia, Italia",POINT
MILZANO: Via Battisti angolo Vicolo Magenta : COD.ASL 17108/2R,MILZANO,Via Battisti angolo Vicolo Magenta,"Via Battisti angolo Vicolo Magenta, MILZANO, BS, Lombardia, Italia",POINT
ALFIANELLO: Via Chiesa : COD.ASL 17004/1R ,ALFIANELLO,Via Chiesa,"Via Chiesa, ALFIANELLO, BS, Lombardia, Italia",POINT
VISANO: Piazza Castello : COD.ASL 17203/7R,VISANO,Piazza Castello,"Piazza Castello, VISANO, BS, Lombardia, Italia",POINT
ACQUAFREDDA: Via Repubblica : COD.ASL 17001/1R ,ACQUAFREDDA,Via Repubblica,"Via Repubblica, ACQUAFREDDA, BS, Lombardia, Italia",POINT
Acquafredda : Strada Provinciale XI ,Acquafredda,Strada Provinciale XI,"Strada Provinciale XI, Acquafredda, BS, Lombardia, Italia",POINT
Visano : Via G. Matteotti,Visano,Via G. Matteotti,"Via G. Matteotti, Visano, BS, Lombardia, Italia",POINT
VISANO: Via Padre Piamarta : COD.ASL 17203/8R,VISANO,Via Padre Piamarta,"Via Padre Piamarta, VISANO, BS, Lombardia, Italia",POINT
ACQUAFREDDA: Via Marconi,ACQUAFREDDA,Via Marconi,"Via Marconi, ACQUAFREDDA, BS, Lombardia, Italia",POINT
BIONE: Via Navezze : COD.ASL 17019/3R,BIONE,Via Navezze,"Via Navezze, BIONE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Bertella : COD.ASL 17168/7R,SABBIO CHIESE,Via Bertella,"Via Bertella, SABBIO CHIESE, BS, Lombardia, Italia",POINT
AGNOSINE: Binzago : COD.ASL 17003/1R,AGNOSINE,Binzago,"Binzago, AGNOSINE, BS, Lombardia, Italia",POINT
AGNOSINE: Via Santella Mora : S.Andrea : COD.ASL 17003/5R,AGNOSINE,Via Santella Mora,"Via Santella Mora, AGNOSINE, BS, Lombardia, Italia",POINT
BARGHE: Fossane : COD.ASL 17012/2R,BARGHE,Fossane,"Fossane, BARGHE, BS, Lombardia, Italia",POINT
BARGHE: Via XXV Aprile : COD.ASL 17012/3R,BARGHE,Via XXV Aprile,"Via XXV Aprile, BARGHE, BS, Lombardia, Italia",POINT
PRESEGLIE: Via Corsini : Quintilago : COD.ASL 17153/3R,PRESEGLIE,Via Corsini,"Via Corsini, PRESEGLIE, BS, Lombardia, Italia",POINT
Mura : Via V. Trainini,Mura,Via V. Trainini,"Via V. Trainini, Mura, BS, Lombardia, Italia",POINT
AGNOSINE: Casale : COD.ASL 17003/4R,AGNOSINE,Casale,"Casale, AGNOSINE, BS, Lombardia, Italia",POINT
PRESEGLIE: Via Nuova : Gazzane : COD.ASL 17153/2R,PRESEGLIE,Via Nuova,"Via Nuova, PRESEGLIE, BS, Lombardia, Italia",POINT
PRESEGLIE: Via San Rocco,PRESEGLIE,Via San Rocco,"Via San Rocco, PRESEGLIE, BS, Lombardia, Italia",POINT
PROVAGLIO VAL SABBIA: Via VII Brigata Matteotti : Cesane : COD.ASL 17157/2R,PROVAGLIO VAL SABBIA,Via VII Brigata Matteotti,"Via VII Brigata Matteotti, PROVAGLIO VAL SABBIA, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Odolo : Fornaci : COD.ASL 17168/4R,SABBIO CHIESE,Via Odolo,"Via Odolo, SABBIO CHIESE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Martino : COD.ASL 17168/3R,SABBIO CHIESE,Via San Martino,"Via San Martino, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VESTONE: Via Mocenigo : COD.ASL 17197/4R,VESTONE,Via Mocenigo,"Via Mocenigo, VESTONE, BS, Lombardia, Italia",POINT
VESTONE: Via Toccabelli : COD.ASL 17197/6R,VESTONE,Via Toccabelli,"Via Toccabelli, VESTONE, BS, Lombardia, Italia",POINT
Bione : Via Don G. Bazzoli,Bione,Via Don G. Bazzoli,"Via Don G. Bazzoli, Bione, BS, Lombardia, Italia",POINT
AGNOSINE: Via Roma : Trebbio Bassa : COD.ASL 17003/3R,AGNOSINE,Via Roma,"Via Roma, AGNOSINE, BS, Lombardia, Italia",POINT
"AGNOSINE: Via Roma, 47 : Trebbio Bassa",AGNOSINE,"Via Roma, 47","Via Roma, 47, AGNOSINE, BS, Lombardia, Italia",POINT
Preseglie : Via Roma,Preseglie,Via Roma,"Via Roma, Preseglie, BS, Lombardia, Italia",POINT
Vestone : Via M. Bettinzoli,Vestone,Via M. Bettinzoli,"Via M. Bettinzoli, Vestone, BS, Lombardia, Italia",POINT
BIONE: Via Don Albino Festa : San Faustino : COD.ASL 17019/7R,BIONE,Via Don Albino Festa,"Via Don Albino Festa, BIONE, BS, Lombardia, Italia",POINT
VESTONE: Piazza Mercato : Nozza : COD.ASL 17197/5R,VESTONE,Piazza Mercato,"Piazza Mercato, VESTONE, BS, Lombardia, Italia",POINT
MURA: Via Castello : COD.ASL 17115/3R,MURA,Via Castello,"Via Castello, MURA, BS, Lombardia, Italia",POINT
ODOLO: Piazza Santa Maria Bambina : Cagnatico : COD.ASL 17121/3R,ODOLO,Piazza Santa Maria Bambina,"Piazza Santa Maria Bambina, ODOLO, BS, Lombardia, Italia",POINT
AGNOSINE: Via Disciplina : COD.ASL 17003/2R,AGNOSINE,Via Disciplina,"Via Disciplina, AGNOSINE, BS, Lombardia, Italia",POINT
BIONE: Via Bersenico Sotto : COD.ASL 17019/4R,BIONE,Via Bersenico Sotto,"Via Bersenico Sotto, BIONE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Belvedere : COD.ASL 17168/2R,SABBIO CHIESE,Via Belvedere,"Via Belvedere, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VESTONE: Via Chiese : COD.ASL 17197/2R,VESTONE,Via Chiese,"Via Chiese, VESTONE, BS, Lombardia, Italia",POINT
VESTONE: Via Tesolo : COD.ASL 17197/1R,VESTONE,Via Tesolo,"Via Tesolo, VESTONE, BS, Lombardia, Italia",POINT
Agnosine : Via Circonvallazione,Agnosine,Via Circonvallazione,"Via Circonvallazione, Agnosine, BS, Lombardia, Italia",POINT
BIONE: Via Ariolo : Dossolo : COD.ASL 17019/2R,BIONE,Via Ariolo,"Via Ariolo, BIONE, BS, Lombardia, Italia",POINT
PRESEGLIE: Piazza XX Settembre : COD.ASL 17153/1R,PRESEGLIE,Piazza XX Settembre,"Piazza XX Settembre, PRESEGLIE, BS, Lombardia, Italia",POINT
Sabbio Chiese : Via Caduti,Sabbio Chiese,Via Caduti,"Via Caduti, Sabbio Chiese, BS, Lombardia, Italia",POINT
MURA: Piazza Cavour : COD.ASL 17115/1R,MURA,Piazza Cavour,"Piazza Cavour, MURA, BS, Lombardia, Italia",POINT
ODOLO: Via Brescia : COD.ASL 17121/1R,ODOLO,Via Brescia,"Via Brescia, ODOLO, BS, Lombardia, Italia",POINT
ODOLO: Via Fratelli Scalvini : COD.ASL 17121/4R,ODOLO,Via Fratelli Scalvini,"Via Fratelli Scalvini, ODOLO, BS, Lombardia, Italia",POINT
Odolo : Via Praes,Odolo,Via Praes,"Via Praes, Odolo, BS, Lombardia, Italia",POINT
LONGHENA: Piazza della Chiesa : COD.ASL 17093/1R ,LONGHENA,Piazza della Chiesa,"Piazza della Chiesa, LONGHENA, BS, Lombardia, Italia",POINT
Mairano : Via Cabrino da Mairano,Mairano,Via Cabrino da Mairano,"Via Cabrino da Mairano, Mairano, BS, Lombardia, Italia",POINT
Brandico : Via Martiri della Libertà ,Brandico,Via Martiri della Libertà,"Via Martiri della Libertà, Brandico, BS, Lombardia, Italia",POINT
MAIRANO: Piazza Calini : COD.ASL 17099/1R ,MAIRANO,Piazza Calini,"Piazza Calini, MAIRANO, BS, Lombardia, Italia",POINT
BRANDICO: Via IV Novembre : COD.ASL 17026/1R ,BRANDICO,Via IV Novembre,"Via IV Novembre, BRANDICO, BS, Lombardia, Italia",POINT
Longhena : Via Chiesa,Longhena,Via Chiesa,"Via Chiesa, Longhena, BS, Lombardia, Italia",POINT
MAIRANO: Via Mazzini : Pievedizio : COD.ASL 17099/2R,MAIRANO,Via Mazzini,"Via Mazzini, MAIRANO, BS, Lombardia, Italia",POINT
ALFIANELLO: Via Libertà : COD.ASL 17004/2R ,ALFIANELLO,Via Libertà,"Via Libertà, ALFIANELLO, BS, Lombardia, Italia",POINT
SAN GERVASIO: Via Casacce : COD. ASL 17172/3R,SAN GERVASIO,Via Casacce,"Via Casacce, SAN GERVASIO, BS, Lombardia, Italia",POINT
PRALBOINO: Via Borgo Sopra : COD.ASL 17152/3R ,PRALBOINO,Via Borgo Sopra,"Via Borgo Sopra, PRALBOINO, BS, Lombardia, Italia",POINT
PRALBOINO: Via Mazzini : COD.ASL 17152/2R ,PRALBOINO,Via Mazzini,"Via Mazzini, PRALBOINO, BS, Lombardia, Italia",POINT
MILZANO: Via Europa angolo Via Gramsci : COD.ASL 17108/1R,MILZANO,Via Europa angolo Via Gramsci,"Via Europa angolo Via Gramsci, MILZANO, BS, Lombardia, Italia",POINT
SENIGA: Via Regona : COD.ASL 17177/3R ,SENIGA,Via Regona,"Via Regona, SENIGA, BS, Lombardia, Italia",POINT
MILZANO: Via Dott. Galli angolo Via Maestà,MILZANO,Via Dott. Galli angolo Via Maestà,"Via Dott. Galli angolo Via Maestà, MILZANO, BS, Lombardia, Italia",POINT
PRALBOINO: Largo IV Novembre,PRALBOINO,Largo IV Novembre,"Largo IV Novembre, PRALBOINO, BS, Lombardia, Italia",POINT
SENIGA: Via Castello : COD.ASL 17177/2R ,SENIGA,Via Castello,"Via Castello, SENIGA, BS, Lombardia, Italia",POINT
PRALBOINO: Via XX Settembre : COD.ASL 17152/1R ,PRALBOINO,Via XX Settembre,"Via XX Settembre, PRALBOINO, BS, Lombardia, Italia",POINT
Milzano : via Fratelli Bandiera,Milzano,via Fratelli Bandiera,"via Fratelli Bandiera, Milzano, BS, Lombardia, Italia",POINT
Pralboino :  Via Dante Alighieri,Pralboino,Via Dante Alighieri,"Via Dante Alighieri, Pralboino, BS, Lombardia, Italia",POINT
MILZANO: Via Battisti angolo Vicolo Magenta : COD.ASL 17108/2R,MILZANO,Via Battisti angolo Vicolo Magenta,"Via Battisti angolo Vicolo Magenta, MILZANO, BS, Lombardia, Italia",POINT
ALFIANELLO: Via Chiesa : COD.ASL 17004/1R ,ALFIANELLO,Via Chiesa,"Via Chiesa, ALFIANELLO, BS, Lombardia, Italia",POINT
SENIGA: Via Roda angolo Via Aldo Moro : COD.ASL 17177/1R ,SENIGA,Via Roda angolo Via Aldo Moro,"Via Roda angolo Via Aldo Moro, SENIGA, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Crispi angolo Via Galilei,ORZINUOVI,Via Crispi angolo Via Galilei,"Via Crispi angolo Via Galilei, ORZINUOVI, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Milano : COD.ASL 17125/1R ,ORZINUOVI,Via Milano,"Via Milano, ORZINUOVI, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Don Mazzolari : Coniolo : COD.ASL 17125/6R ,ORZINUOVI,Via Don Mazzolari,"Via Don Mazzolari, ORZINUOVI, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Tasso : Giardino : COD.ASL 17125/2R ,ORZINUOVI,Via Tasso,"Via Tasso, ORZINUOVI, BS, Lombardia, Italia",POINT
Orzinuovi : Via Giotto,Orzinuovi,Via Giotto,"Via Giotto, Orzinuovi, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Prebenda : Barco : COD.ASL 17125/4R ,ORZINUOVI,Via Prebenda,"Via Prebenda, ORZINUOVI, BS, Lombardia, Italia",POINT
ORZINUOVI: Via IV Novembre : Ovanengo : COD.ASL 17125/5R ,ORZINUOVI,Via IV Novembre,"Via IV Novembre, ORZINUOVI, BS, Lombardia, Italia",POINT
Brandico : Via Martiri della Libertà ,Brandico,Via Martiri della Libertà,"Via Martiri della Libertà, Brandico, BS, Lombardia, Italia",POINT
BRANDICO: Via IV Novembre : COD.ASL 17026/1R ,BRANDICO,Via IV Novembre,"Via IV Novembre, BRANDICO, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Bertella : COD.ASL 17168/7R,SABBIO CHIESE,Via Bertella,"Via Bertella, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Sopranico : COD.ASL 17193/4R,VALLIO TERME,Via Sopranico,"Via Sopranico, VALLIO TERME, BS, Lombardia, Italia",POINT
AGNOSINE: Binzago : COD.ASL 17003/1R,AGNOSINE,Binzago,"Binzago, AGNOSINE, BS, Lombardia, Italia",POINT
AGNOSINE: Via Santella Mora : S.Andrea : COD.ASL 17003/5R,AGNOSINE,Via Santella Mora,"Via Santella Mora, AGNOSINE, BS, Lombardia, Italia",POINT
SERLE: Via XXV Aprile : Villa : COD.ASL 17178/4R ,SERLE,Via XXV Aprile,"Via XXV Aprile, SERLE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Roma : COD.ASL 17193/7R,VALLIO TERME,Via Roma,"Via Roma, VALLIO TERME, BS, Lombardia, Italia",POINT
AGNOSINE: Casale : COD.ASL 17003/4R,AGNOSINE,Casale,"Casale, AGNOSINE, BS, Lombardia, Italia",POINT
GAVARDO: Cimitero : Sopraponte : COD.ASL 17077/3R,GAVARDO,Cimitero,"Cimitero, GAVARDO, BS, Lombardia, Italia",POINT
PRESEGLIE: Via Nuova : Gazzane : COD.ASL 17153/2R,PRESEGLIE,Via Nuova,"Via Nuova, PRESEGLIE, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Odolo : Fornaci : COD.ASL 17168/4R,SABBIO CHIESE,Via Odolo,"Via Odolo, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Suor S. Bodei : COD.ASL 17193/1R,VALLIO TERME,Via Suor S. Bodei,"Via Suor S. Bodei, VALLIO TERME, BS, Lombardia, Italia",POINT
AGNOSINE: Via Roma : Trebbio Bassa : COD.ASL 17003/3R,AGNOSINE,Via Roma,"Via Roma, AGNOSINE, BS, Lombardia, Italia",POINT
"AGNOSINE: Via Roma, 47 : Trebbio Bassa",AGNOSINE,"Via Roma, 47","Via Roma, 47, AGNOSINE, BS, Lombardia, Italia",POINT
SERLE: Via Castello : COD.ASL 17178/3R ,SERLE,Via Castello,"Via Castello, SERLE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Caschino : COD.ASL 17193/5R,VALLIO TERME,Via Caschino,"Via Caschino, VALLIO TERME, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Repubblica : COD.ASL 17193/2R,VALLIO TERME,Via Repubblica,"Via Repubblica, VALLIO TERME, BS, Lombardia, Italia",POINT
ODOLO: Piazza Santa Maria Bambina : Cagnatico : COD.ASL 17121/3R,ODOLO,Piazza Santa Maria Bambina,"Piazza Santa Maria Bambina, ODOLO, BS, Lombardia, Italia",POINT
AGNOSINE: Via Disciplina : COD.ASL 17003/2R,AGNOSINE,Via Disciplina,"Via Disciplina, AGNOSINE, BS, Lombardia, Italia",POINT
GAVARDO: Via Marzatica : COD.ASL 17077/5R,GAVARDO,Via Marzatica,"Via Marzatica, GAVARDO, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via Belvedere : COD.ASL 17168/2R,SABBIO CHIESE,Via Belvedere,"Via Belvedere, SABBIO CHIESE, BS, Lombardia, Italia",POINT
SERLE: Via Salvandine : COD.ASL 17178/2R ,SERLE,Via Salvandine,"Via Salvandine, SERLE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Paolo VI : Oriolo : COD.ASL 17193/6R,VALLIO TERME,Via Paolo VI,"Via Paolo VI, VALLIO TERME, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Porle : COD.ASL 17193/3R,VALLIO TERME,Via Porle,"Via Porle, VALLIO TERME, BS, Lombardia, Italia",POINT
ODOLO: Via Brescia : COD.ASL 17121/1R,ODOLO,Via Brescia,"Via Brescia, ODOLO, BS, Lombardia, Italia",POINT
ODOLO: Via Fratelli Scalvini : COD.ASL 17121/4R,ODOLO,Via Fratelli Scalvini,"Via Fratelli Scalvini, ODOLO, BS, Lombardia, Italia",POINT
PAITONE: Via Pospesio : COD.ASL 17132/2R,PAITONE,Via Pospesio,"Via Pospesio, PAITONE, BS, Lombardia, Italia",POINT
